"","mac","mae_scaled","within_50","within_95"
"1",0.567,0.652081337979945,0.85,0.99
"2",0.625875,0.665282384503679,0.85,1
"3",0.70425,0.694496621801402,0.82,0.98
"4",0.532125,0.634899582714664,0.86,1
"5",0.406125,0.479082608519056,0.87,1
"6",0.49125,0.536678008223289,0.87,1
"7",0.54075,0.62514542379589,0.87,1
"8",0.460875,0.500324594476083,0.84,1
"9",0.531625,0.593815708741506,0.87,1
"10",0.494375,0.619056845285146,0.86,1
"11",0.397125,0.484925153768668,0.86,1
"12",0.496625,0.602819491497286,0.88,0.98
"13",0.74625,0.724860838612295,0.84,0.99
"14",0.652625,0.666749552107499,0.86,1
"15",0.46325,0.599149152765502,0.9,0.99
"16",0.528,0.515695795645326,0.83,0.99
"17",0.55125,0.589376909081997,0.88,1
"18",0.72475,0.725056823333428,0.84,1
"19",0.528375,0.630594963627387,0.86,0.99
"20",0.432875,0.501762783943246,0.88,0.99
"21",0.575,0.63009670718126,0.84,1
"22",0.515125,0.648089582167301,0.87,1
"23",0.67475,0.727448744364611,0.83,1
"24",0.579,0.646527696739445,0.85,1
"25",0.54875,0.546436641936732,0.85,0.99
"26",0.665625,0.702546208262065,0.85,1
"27",0.490125,0.46831192455612,0.87,1
"28",0.500875,0.613215968016776,0.87,0.98
"29",0.446375,0.566172546299641,0.89,0.99
"30",0.651625,0.710719662765416,0.8,1
"31",0.609625,0.557442589689693,0.83,1
"32",0.488625,0.620205732869495,0.87,0.99
"33",0.5145,0.565618693329869,0.82,1
"34",0.81825,0.752375129173008,0.85,1
"35",0.63425,0.650798662601244,0.84,1
"36",0.448875,0.55252308670632,0.87,1
"37",0.49025,0.615210395709771,0.84,1
"38",0.5495,0.663709281487823,0.84,0.99
"39",0.482125,0.620909873741756,0.85,1
"40",0.7135,0.686902090696371,0.83,0.98
"41",0.462875,0.527270375649142,0.91,1
"42",0.73525,0.703482737507955,0.86,1
"43",0.414625,0.539466912174853,0.88,0.98
"44",0.692375,0.734408981474696,0.82,1
"45",0.768125,0.694496699240653,0.83,0.98
"46",0.577125,0.569116178598895,0.84,1
"47",0.504875,0.611696335386812,0.85,1
"48",0.53025,0.617581999076664,0.89,0.99
"49",0.724125,0.693717224549959,0.83,1
"50",0.5865,0.518862686334338,0.86,0.99
"51",0.442625,NA,0.86,1
"52",0.45375,0.505421912598409,0.87,0.99
"53",0.542875,0.630000883063816,0.85,1
"54",0.426875,NA,0.91,0.99
"55",0.537875,0.600476827433774,0.89,1
"56",0.55275,0.609154517447815,0.86,0.99
"57",0.412375,0.524695545804267,0.89,0.99
"58",0.639875,0.632415033248158,0.88,1
"59",0.542125,0.606218257810286,0.88,1
"60",0.522375,0.624041936221221,0.86,0.99
"61",0.538125,0.593610991513791,0.86,1
"62",0.372625,0.523062768830399,0.91,0.99
"63",0.556,0.603166651290712,0.88,0.97
"64",0.699375,0.588623811501436,0.83,1
"65",0.53025,0.595143325494524,0.85,0.99
"66",0.532875,0.605834287655545,0.82,0.99
"67",0.435,0.55883371959553,0.87,0.99
"68",0.415,0.511602519437555,0.88,1
"69",0.540375,0.65977370521933,0.87,0.99
"70",0.63775,0.682787736704456,0.82,0.99
"71",0.495,0.595230468875682,0.88,0.98
"72",0.418125,0.476286752192136,0.86,0.99
"73",0.6255,0.678927009687241,0.83,1
"74",0.526,0.614357181492416,0.86,1
"75",0.44475,0.578167279339218,0.85,1
"76",0.52325,0.638966284271604,0.87,1
"77",0.545125,0.66096868829208,0.85,1
"78",0.6785,0.668659564549261,0.86,1
"79",0.495875,0.620614241051007,0.89,0.99
"80",0.5795,0.664597053450538,0.9,1
"81",0.409,0.525480832141722,0.89,0.99
"82",0.456375,0.562593369503268,0.9,1
"83",0.417125,0.565830524639545,0.86,1
"84",0.548375,0.648348097704082,0.84,1
"85",0.55025,0.624417655547329,0.86,0.98
"86",0.601125,0.606469318648961,0.84,0.98
"87",0.496375,0.620485177577149,0.85,1
"88",0.465875,0.598954445476474,0.9,0.98
"89",0.626125,0.44794016656719,0.88,0.97
"90",0.614,0.656956123973772,0.88,0.99
"91",0.531875,0.594317094237404,0.87,0.99
"92",0.6415,0.617888381281903,0.83,1
"93",0.720625,0.734070163158732,0.81,0.99
"94",0.68675,0.667321085874404,0.84,1
"95",0.6985,0.734226317496759,0.85,0.99
"96",0.7165,0.636913771555647,0.84,1
"97",0.595625,0.652891363532692,0.87,0.99
"98",0.49875,0.622005779828197,0.86,1
"99",0.430625,0.573551046842459,0.87,1
"100",0.5495,0.645813003269754,0.85,1
"101",0.49625,0.636523885122713,0.87,1
"102",0.47925,0.610011013114802,0.86,1
"103",0.450875,0.593988916301796,0.89,1
"104",0.568125,0.60445151470072,0.85,0.99
"105",0.483875,0.606517089196914,0.88,0.99
"106",0.636625,0.556132018191744,0.88,0.98
"107",0.48225,0.613210633103582,0.86,0.99
"108",0.62325,0.666766328262451,0.87,1
"109",0.475125,0.611115367127405,0.85,0.99
"110",0.481875,0.523837624028398,0.88,0.99
"111",0.54575,0.64314185904219,0.86,0.98
"112",0.414875,0.512449569905759,0.86,1
"113",0.473625,0.588907102451299,0.89,1
"114",0.6565,0.691734930725258,0.83,0.98
"115",0.649125,0.665508228409094,0.82,1
"116",0.538125,0.633957279129886,0.85,0.98
"117",0.5195,0.648837266062078,0.86,1
"118",0.6605,0.651292565057648,0.84,0.98
"119",0.594375,0.665601592272607,0.85,1
"120",0.5855,0.685647835628082,0.85,0.99
"121",0.44,0.582895848809077,0.87,0.99
"122",0.450625,0.586060142093676,0.9,0.99
"123",0.52575,0.627485461770878,0.85,0.99
"124",0.538625,0.643069886871545,0.87,1
"125",0.744,0.580316125006068,0.82,0.99
"126",0.588,0.510202924091722,0.83,0.99
"127",0.521125,0.660909540729322,0.88,0.99
"128",0.49025,0.592392806685162,0.88,0.98
"129",0.627,0.513459172042623,0.83,0.99
"130",0.824875,0.732339988035473,0.82,0.99
"131",0.626,0.591519227853675,0.87,1
"132",0.44825,0.589733604781884,0.91,1
