"","mac","mae_scaled","within_50","within_95"
"138",0.638625,0.801580272012315,0.87,0.97
"139",0.4735,0.671645525937191,0.86,0.99
"140",0.540125,0.7318220068047,0.86,0.99
"141",0.633875,0.802321800900495,0.82,0.96
"142",0.598875,0.762138182066224,0.87,0.99
"143",0.504375,0.708892338842772,0.91,0.97
"144",0.51675,0.715648044195743,0.88,1
"145",0.571375,0.748411360636658,0.89,0.97
"146",0.4965,0.685267860840283,0.91,0.99
"147",0.537875,0.738117635063734,0.9,1
"148",0.500375,0.702386302020335,0.91,0.99
"149",0.513875,0.711812472362288,0.9,0.97
"150",0.652875,0.805716490096478,0.82,1
"151",0.486875,0.692808183632409,0.91,1
"152",0.765625,0.858659243484409,0.85,0.98
"153",0.493125,0.700112670152448,0.89,0.98
"154",0.754125,0.858610750690284,0.8,1
"155",0.484625,0.691196894485117,0.92,0.98
"156",0.63075,0.794703486402035,0.85,0.98
"157",0.847375,0.913832270108483,0.78,1
"158",0.534,0.729349247143965,0.88,0.99
"159",0.593,0.763167972094848,0.83,0.98
"160",0.734125,0.853982838351541,0.82,0.98
