"","mac","mae_scaled","within_50","within_95"
"1",6.317875,1.13429947758888,0.36,0.78
"2",0.98025,0.83722403756677,0.71,0.95
"3",1.351875,0.757110445690721,0.57,0.97
"4",3.417,1.20877648124716,0.38,0.82
"5",0.936875,0.683945650845932,0.7,1
"6",0.6215,0.580056060426862,0.8,1
"7",1.050125,0.681780380061554,0.68,0.98
"8",1.093875,0.773398826355266,0.63,0.97
"9",2.230625,0.787939717734069,0.55,0.93
"10",0.8805,0.691653064423363,0.67,0.98
"11",1.982,0.738754316922432,0.59,0.94
"12",0.816375,0.640028953174098,0.68,0.95
"13",1.050125,0.691943042053756,0.69,0.97
"14",2.04925,0.945679306907979,0.48,0.93
"15",1.32925,0.730367675488314,0.63,0.97
"16",1.369875,0.77775886936305,0.67,0.95
"17",1.164375,0.614332910050575,0.72,1
"18",0.903375,0.70936170696445,0.68,1
"19",3.0015,0.814000699764514,0.52,0.88
"20",1.043875,0.7296517956224,0.67,0.99
"21",0.8725,0.658051308060365,0.76,1
"22",1.431,0.737423838353988,0.58,0.95
"23",0.958875,0.681081689026543,0.65,0.98
"24",3.3625,0.806967519208677,0.5,0.9
"25",7.013875,1.36869668568125,0.31,0.71
"26",1.044375,0.744063030444591,0.7,0.99
"27",0.82325,0.611858756587613,0.67,0.98
"28",2.262875,0.860650482902175,0.52,0.91
"29",0.954875,0.687866778495709,0.69,0.97
"30",3.243125,0.97472313699137,0.48,0.81
"31",0.8475,0.694172800162261,0.73,1
"32",1.0495,0.681814780604937,0.68,0.98
"33",0.8295,0.56773194689168,0.73,0.98
"34",3.07925,1.21079390018785,0.38,0.8
"35",0.69575,0.532046686107222,0.74,0.98
"36",0.850625,0.675495005759996,0.76,1
"37",1.436125,0.653472165674283,0.7,0.96
"38",1.105875,0.734284072688048,0.68,0.97
"39",1.575375,0.771147957179816,0.6,0.93
"40",1.423625,0.763735024975974,0.6,0.96
"41",1.25575,0.67027313859474,0.72,0.98
"42",2.171,0.796506889203112,0.54,0.94
"43",1.060375,0.603453724778791,0.71,0.99
"44",1.2725,0.809578628919503,0.6,0.95
"45",0.87125,0.617277758596876,0.66,0.98
"46",0.857375,0.685137990899916,0.73,0.95
"47",2.62375,0.969510413452926,0.47,0.94
"48",0.965,0.743510927609928,0.66,0.97
"49",3.14925,1.05751746089925,0.42,0.89
"50",2.105625,1.0481587139371,0.46,0.79
"51",18.81825,1.6975803094222,0.15,0.6
"52",0.85875,0.653231852537796,0.72,0.98
"53",1.136375,0.769396772550421,0.67,0.96
"54",0.95425,0.793061835845498,0.66,0.96
"55",0.99875,0.692704225640963,0.66,0.97
"56",1.894625,0.818661317238007,0.53,0.9
"57",1.006,0.688820192499781,0.65,0.96
"58",1.199,0.588270719526229,0.75,0.95
"59",0.751625,0.645329241847073,0.79,0.99
"60",5.631375,1.22885193180155,0.34,0.72
"61",1.442,0.813442513740845,0.54,0.93
"62",1.7445,0.981648659634466,0.53,0.89
"63",8.736125,1.62790879398073,0.23,0.6
"64",0.92675,0.764978645883584,0.64,0.96
"65",2.246,0.808712953376753,0.55,0.92
"66",0.79875,0.562347592304203,0.72,1
"67",0.822125,0.663498884899701,0.72,0.98
"68",0.851625,0.684244686160404,0.73,1
"69",2.1615,0.929950312733277,0.53,0.89
"70",2.10775,0.732640592377272,0.62,0.94
"71",4.9575,0.958796321329295,0.47,0.79
"72",0.90125,0.754058823287928,0.66,0.99
"73",1.2965,0.834676147795688,0.59,0.95
"74",1.200875,0.716681942493031,0.59,0.95
"75",2.979375,1.21921822414107,0.36,0.76
"76",1.009375,0.625115455311848,0.74,0.98
"77",1.1555,0.77032769062169,0.67,0.99
"78",1.4995,0.665620608184326,0.64,0.94
"79",0.792875,0.67605746667258,0.74,0.99
"80",1.78425,0.773340083879563,0.6,0.95
"81",0.7265,0.628876101768238,0.8,1
"82",1.266375,0.749390101739989,0.64,0.99
"83",1.194625,0.664480332245127,0.65,1
"84",1.1305,0.647486777166596,0.66,0.93
"85",1.355375,0.648929707015186,0.66,0.97
"86",2.433375,0.905523685288493,0.49,0.93
"87",2.704375,0.878203686383525,0.48,0.96
"88",0.92725,0.616521624938,0.69,0.97
"89",0.973875,0.698993430142072,0.67,0.96
"90",0.911875,0.687114318133549,0.72,0.99
"91",2.7085,0.861481797739527,0.52,0.85
"92",1.633625,0.797637922043938,0.6,0.95
"93",5.40975,1.26338264664998,0.3,0.69
