"","mac","mae_scaled","within_50","within_95"
"98",0.657375,0.539326051504189,0.74,0.99
"99",0.772375,0.742720939007495,0.74,0.96
"100",0.812625,0.715069198629635,0.71,0.98
"101",0.87725,0.665964316264042,0.69,0.98
"102",0.574625,0.507684350848529,0.83,0.99
"103",0.505625,0.479080591230214,0.83,0.99
"104",0.64825,0.691783185315598,0.74,1
"105",0.799125,0.863647639120992,0.65,0.99
"106",0.89625,0.892135152127999,0.64,0.93
"107",0.642125,0.53969779465455,0.77,0.99
"108",0.66875,0.610674833784103,0.76,0.99
"109",0.758875,0.74887829791546,0.82,0.99
"110",0.77525,0.848753366263419,0.74,1
"111",0.7495,0.677918257864394,0.69,0.98
"112",0.839625,0.689602676491242,0.67,0.99
"113",0.814625,0.724711220900015,0.75,0.96
"114",0.70075,0.658497812294597,0.8,0.97
"115",0.727125,0.673121501754972,0.79,0.97
"116",0.6575,NA,0.79,0.97
"117",0.709375,0.698398572342677,0.72,0.99
"118",0.61375,0.661030974231507,0.72,0.97
"119",0.5045,0.506553157870079,0.8,0.98
"120",0.480875,0.546689013081575,0.83,1
"121",0.5295,0.480657008413129,0.81,0.98
"122",0.649875,0.75458747587191,0.7,1
"123",0.865375,0.681135644137719,0.7,0.96
"124",0.80875,0.827478503063807,0.72,0.97
"125",0.5605,0.591253372498468,0.79,1
"126",0.642125,NA,0.75,0.99
"127",0.868625,0.739974709435645,0.69,0.99
"128",0.682875,0.629516451352757,0.78,0.99
"129",0.7285,0.655936334662931,0.75,0.99
"130",0.812125,0.675160075444043,0.77,0.97
"131",0.867125,0.83890677907657,0.67,0.99
"132",0.7055,0.617270831112881,0.78,1
"133",0.6485,0.68721539390817,0.84,0.99
"134",0.6885,0.648833695364808,0.81,0.99
"135",0.86125,0.726287662002367,0.65,0.99
"136",0.710125,0.63588373626092,0.75,0.99
"137",0.77075,0.733708014092262,0.84,0.97
"138",0.5995,0.57674555592533,0.7,0.99
"139",0.576875,0.577632009850669,0.76,0.99
"140",0.743375,0.745331731023369,0.8,0.97
"141",0.600625,0.563913158600756,0.79,1
"142",0.832875,0.75465618446622,0.76,0.97
"143",0.70325,0.684739871188194,0.78,1
"144",0.843125,0.680128873758218,0.75,0.99
"145",0.639125,0.553371239929872,0.82,0.97
"146",0.74425,0.698744765141045,0.76,0.97
"147",0.648375,0.589008455171961,0.8,0.95
"148",0.735375,0.662217127366315,0.73,0.97
"149",0.633375,0.535767555421394,0.82,0.99
"150",0.68225,0.653902171972548,0.76,0.99
"151",0.68675,0.711280298450892,0.74,1
"152",0.955125,0.843679606632497,0.67,0.94
"153",0.70375,0.613237702346547,0.73,0.97
"154",0.53225,0.514829130157351,0.8,0.99
"155",0.814375,0.677196838575088,0.77,0.96
"156",0.681625,0.679633721701075,0.79,0.99
"157",0.694625,0.624297948406884,0.76,0.99
"158",0.61275,0.583606445962194,0.74,0.97
"159",0.556125,0.562837963686339,0.81,0.98
"160",0.64775,0.681796975484961,0.7,0.98
"161",0.57925,0.605807979756809,0.78,0.98
"162",0.771875,0.665417967960534,0.76,0.97
"163",0.510875,0.485489286792034,0.79,0.97
"164",0.706625,0.790457539249963,0.7,1
"165",0.580125,0.567621827604017,0.77,0.99
"166",0.52175,0.526311930936148,0.83,0.98
"167",0.852375,0.803151787673725,0.73,0.98
"168",0.548125,0.495206713556917,0.83,0.99
"169",0.703375,0.834406428249929,0.8,0.97
"170",0.55325,0.508280475576119,0.79,0.97
"171",0.71375,0.626998929060255,0.76,0.97
"172",0.45525,0.542371463677333,0.8,0.99
"173",0.68925,0.731719666493824,0.79,0.96
"174",0.738125,0.778099136562109,0.68,0.95
"175",0.793375,0.831486107843134,0.66,0.99
"176",0.56975,0.566641458695097,0.77,0.98
"177",0.673625,0.649644396818577,0.77,0.96
"178",0.55375,0.508375040491758,0.79,0.98
"179",0.63975,0.655211030416965,0.77,0.99
"180",0.700375,0.615527058133521,0.78,1
"181",0.7565,0.643588994863445,0.71,0.98
"182",0.550125,0.536935029734845,0.81,0.98
"183",0.610625,0.529898567656629,0.79,1
"184",0.702625,0.634307866510023,0.75,0.99
